chr	start.x	end.x	X	start.y	end.y
chr12	14644136	14644635	9413	14644148	14644716
chr8	24349156	24350147	39659	24349005	24349796
chr7	5758912	5759411	37456	5758427	5760004
chr9	78103881	78104380	41574	78103026	78105051
chr2	55000249	55000748	22704	54999795	55000694
chr15	66716225	66716724	14540	66715174	66717145
chr5	54670992	54671491	32827	54670211	54675366
chr9	98867666	98868165	41877	98866758	98868349
chr13	28741111	28741610	11502	28740829	28742021
chr14	77121338	77121837	13269	77120099	77122212
chr1	232597494	232597993	4120	232574670	232601615
chr11	95248905	95249404	8442	95248718	95249533
chr1	59696618	59697117	1539	59696215	59699344
chr6	6799769	6800268	34754	6796766	6801837
chr6	105785387	105785886	36157	105784737	105786895
chr5	61313964	61314463	32973	61313461	61315352
chr20	23159247	23159746	25612	23157907	23162381
chr9	94624843	94625342	41811	94625159	94625434
chrX	154699323	154699822	44029	154698140	154701250
chr10	87398364	87398863	5973	87398225	87398435
chr10	87398364	87398863	5974	87398696	87398921
chr6	13581600	13582099	34961	13579890	13581685
chr6	13581600	13582099	34962	13581920	13582461
chr21	41921060	41921559	26988	41920627	41923345
chr8	38850817	38851316	39869	38849895	38852699
chr4	105057289	105057788	31807	105057230	105058468
chr1	100075721	100076220	1841	100074509	100079248
chr22	36212892	36213391	27572	36212762	36213123
chr9	133702384	133702883	42644	133702173	133703295
chr14	81512218	81512717	13347	81509650	81514946
chr13	27260635	27261134	11446	27259410	27261457
chr1	112431013	112431512	2033	112426638	112437155
chr22	42397242	42397741	27857	42396049	42398829
chr1	192538870	192539369	3336	192538469	192540422
chr7	77467430	77467929	38360	77466351	77468411
chr9	112839238	112839737	42076	112838408	112840598
chr3	112814244	112814743	29356	112813297	112814614
chr7	2613750	2614730	37299	2613114	2615546
chrX	129603823	129604322	43813	129603716	129604649
chr2	42105288	42105787	22467	42096189	42106945
chr3	190581108	190581607	30520	190580488	190581683
chrX	9351661	9352160	42880	9351735	9353565
chr12	128914836	128915335	11328	128913399	128916123
chr2	64726972	64727471	22878	64725998	64728543
chr1	121421386	121421885	2209	121420514	121422247
chr1	121421386	121421885	2294	120341858	149175684
chr1	121421386	121421885	2362	120913308	148460242
chr1	121421386	121421885	2397	121020772	149713009
chr1	121421386	121421885	2400	121041598	149733657
chr2	208247194	208247693	24715	208246488	208248247
chr7	141884746	141885245	39067	141884028	141886142
chr3	196646352	196646851	30640	196643051	196647060
chr1	234488688	234489187	4144	234488343	234489081
chr10	971120	971619	4446	970836	972329
chr6	73747260	73747759	36022	73746945	73747575
chr3	37324976	37325475	28527	37323232	37330976
chr8	124425939	124426438	40584	124425842	124426715
chr6	30509353	30509852	35282	30508033	30512034
chr3	69324571	69325070	29159	69323787	69329479
chr10	97676637	97677136	6300	97676893	97677365
chr11	65818102	65818601	7826	65816616	65818334
chr8	125469083	125469582	40646	125468407	125470780
chr5	50457288	50457787	32781	50457262	50457432
chr15	89975849	89976348	15072	89971148	89976938
chr16	79484201	79484700	16519	79479474	79487097
chr1	35162198	35162697	1014	35161934	35163292
chr1	86470784	86471283	1690	86470745	86470929
chr1	86470784	86471283	1691	86471149	86472562
chr6	116405019	116405518	36334	116404216	116406867
chr1	12376692	12377191	259	12374937	12383129
chr2	222805938	222806437	24869	222805428	222807199
chr10	100292212	100292711	6326	100290393	100292348
chr6	11207062	11207561	34874	11205178	11208579
chr4	38769009	38769508	31175	38768149	38770642
chr4	83618888	83619387	31553	83618551	83620798
chr3	102038412	102038911	29280	102037923	102039582
chr20	19706380	19706879	25526	19706024	19707385
chr4	55993939	55994438	31345	55994299	55994616
chr12	47356263	47356762	9808	47355766	47357406
chr19	7480135	7480634	20407	7478886	7483774
chr20	23103213	23103712	25598	23102404	23105745
chr2	152410202	152410701	24159	152410049	152412307
chr5	14672104	14672603	32523	14670487	14673145
chr1	41802779	41803278	1217	41795135	41805639
chr2	64327869	64328368	22850	64327202	64328633
chr6	39342955	39343454	35668	39341675	39344113
chr10	30423325	30423824	5126	30423118	30424114
chrX	112818891	112819390	43712	112818937	112819411
chrX	9454273	9454772	42882	9453980	9454390
chr2	231554302	231555151	25036	231554738	231555254
chr2	203857566	203858065	24661	203857156	203858580
chr6	30877646	30878145	35316	30877330	30878283
chr5	169650911	169651410	34291	169650535	169651753
chr19	40358672	40359171	21242	40358552	40359546
chr19	6862689	6863188	20382	6862965	6863645
chr16	47565508	47566007	15989	47564763	47567233
chr15	78171327	78171826	14848	78170717	78172265
chr1	247360972	247361471	4389	247358685	247361677
chr4	112316265	112316764	31844	112311453	112317550
chr5	150453974	150454473	34094	150453470	150454533
chr9	120735301	120735800	42172	120735050	120735525
chr9	120735301	120735800	42173	120735771	120736571
chr14	102517354	102517853	13706	102516463	102517729
chr22	46602013	46602512	27994	46597797	46603189
chr1	224378855	224379354	3915	224378854	224379384
chr6	11404774	11405273	34894	11403347	11405893
chr21	14523213	14523712	26551	14516097	14539224
chr10	62637291	62637790	5514	62631251	62641213
chr1	109927711	109928210	1949	109927387	109927767
chr6	3384509	3385008	34649	3380176	3387501
chr12	110249838	110250337	10865	110248689	110250658
chr3	122245776	122246746	29481	122245135	122252999
chr4	101084513	101085012	31776	101084265	101085508
chr3	127954525	127955024	29619	127953026	127956087
chr10	125151718	125152217	6707	125151712	125152441
chr6	132005114	132005613	36470	132003319	132007267
chr7	128815441	128815940	38850	128815847	128816077
chr16	85867138	85867637	16713	85866615	85867894
chr3	143585961	143586460	29845	143585130	143588101
chrX	111447489	111447988	43688	111447442	111447612
chr7	76022932	76023431	38295	76022598	76023526
chr14	22810860	22811359	12496	22810182	22814076
chr8	16196737	16197236	39432	16196047	16199323
chrX	130097742	130098241	43830	130097989	130098951
chr1	8438841	8439340	129	8438855	8439531
chr3	177345085	177345584	30172	177343831	177346497
chr14	76742985	76743484	13229	76742034	76744250
chr2	49004177	49004676	22677	49001488	49005416
chr1	39845603	39846102	1126	39845096	39846957
chr9	97574788	97575287	41838	97574750	97576418
chr1	208207268	208207767	3692	208206883	208209043
chr9	21096084	21096583	41203	21095992	21097207
chr14	76828864	76829363	13237	76829283	76829626
chr5	55593055	55593554	32866	55590403	55594126
chr10	80491713	80492212	5937	80490393	80507794
chr12	47868629	47869128	9828	47867873	47869302
chrX	56803447	56804407	43438	56803190	56803628
chr1	112819013	112819512	2050	112818947	112820322
chr4	36385850	36386349	31078	36385669	36386619
chr9	36074816	36075315	41360	36074428	36075729
chr7	128948918	128949417	38858	128946081	128949666
chr15	68009173	68009672	14587	68008230	68009286
chr15	68009173	68009672	14588	68009489	68010500
chr22	21816582	21817081	27289	21815358	21819622
chr9	99041144	99041643	41887	99039063	99043432
chr12	124550250	124550749	11246	124548300	124552717
chr3	187773193	187773692	30418	187773200	187774796
chr10	5859940	5860439	4562	5859928	5861440
chr8	115870393	115870892	40492	115870379	115870622
chr20	44664133	44664632	26062	44663889	44664313
chr2	73970912	73971411	23137	73970282	73971683
chr17	50954179	50954678	18229	50953850	50954438
chr18	62288548	62289047	19802	62286568	62288709
chr18	62288548	62289047	19803	62288994	62290603
chr10	35773535	35774034	5259	35773839	35774613
chr2	178250442	178250941	24398	178250280	178251269
chr21	33976332	33976831	26788	33974962	33977595
chr22	41983334	41983833	27843	41983213	41983468
chr10	122487349	122487848	6638	122481202	122500999
chr8	13055804	13056303	39422	13055602	13057021
chr14	63768988	63769487	12905	63768614	63769564
chr10	484576	485075	4439	484296	486130
chr8	29634904	29635403	39752	29634318	29635807
chr6	32622436	32622935	35416	32622695	32623012
chr18	2637251	2637750	19168	2636167	2638090
chr13	99384353	99384852	12164	99382300	99388334
chr11	110777745	110778244	8564	110777491	110779261
chrX	74550245	74550744	43551	74550174	74550355
chr1	108721196	108721695	1880	108720339	108722564
chr20	5689410	5689909	25423	5686659	5691393
chr7	66768958	66769457	38156	66769062	66769588
chr8	22211152	22211651	39575	22210741	22211916
chr7	112391764	112392263	38727	112391876	112392457
chr22	26542824	26543323	27364	26542225	26543779
chr10	102635336	102635835	6389	102630692	102636891
chr12	116406538	116407037	11003	116406317	116407628
chr17	70120352	70120851	18648	70120144	70121192
chr9	98917495	98917994	41879	98915641	98918089
chr8	29373144	29373643	39748	29372982	29373279
chr17	4531160	4531659	17089	4526610	4539193
chr10	11594806	11595305	4710	11593967	11595996
chr13	97439536	97440035	12120	97439502	97440175
chr22	31871410	31871909	27505	31870553	31873587
chr10	23072503	23073002	5011	23072304	23073180
chr6	7261051	7261550	34820	7260376	7262001
chr7	2525626	2526125	37290	2524953	2525753
chr8	13065229	13065728	39423	13064754	13065843
chr10	86439494	86439993	5960	86438400	86442045
chr19	17107914	17108413	20843	17105012	17118407
chr21	33374578	33375077	26754	33370891	33378908
chr11	94525881	94526380	8414	94525765	94526221
chr22	44640200	44640699	27917	44637831	44641416
chr14	68363711	68364210	12992	68357017	68370975
chr1	245679828	245680327	4350	245679522	245681963
chr1	12406326	12406825	262	12404296	12410176
chr2	98824138	98824637	23411	98819285	98827016
chr19	43774371	43774870	21410	43774424	43774969
chr12	7959618	7960117	9212	7959722	7961625
chrX	119734763	119735262	43777	119734686	119735708
chr15	68788238	68788737	14610	68786906	68796729
chr2	3399690	3400189	21975	3399285	3400820
chr9	78187768	78188267	41575	78187307	78187933
chr9	78187768	78188267	41576	78188179	78190094
chr9	96582185	96582684	41826	96581539	96583139
chr12	94266321	94266820	10558	94266036	94268045
chr14	76918066	76918565	13247	76917640	76919206
chr5	169880131	169880630	34295	169879401	169881452
chr7	41733757	41734256	37939	41728995	41734336
chr2	64937854	64938353	22900	64936973	64938581
chr6	142327129	142327628	36737	142326591	142327199
chr6	142327129	142327628	36738	142327409	142328764
chr1	25704235	25704734	665	25703557	25704975
chr22	40492223	40492722	27793	40490186	40494103
chr16	84898045	84898544	16661	84896621	84899328
chr4	38759438	38759937	31174	38755875	38764758
chr12	10190762	10191261	9302	10182051	10191091
chr12	68406029	68406528	10303	68405977	68406194
chr14	70018895	70019394	13069	70018548	70019762
chr22	46791075	46791574	28019	46788384	46793808
chr2	129483257	129483756	23892	129480264	129486380
chr18	35250693	35251192	19553	35249957	35251616
chr7	928558	929057	37243	928226	929254
chr4	118967957	118968456	31868	118967801	118968666
chr2	25273267	25273766	22156	25272111	25281315
chr12	31178801	31179300	9667	31178640	31179572
chr11	72388033	72388532	8030	72387218	72389428
chr11	107840646	107841145	8523	107840561	107841518
chr14	73724018	73724517	13112	73723352	73726525
chr2	230706900	230707399	25001	230707090	230707277
chr20	62339658	62340157	26485	62339381	62340301
chr17	45293333	45293832	18070	45289793	45297272
chr1	59266442	59266941	1520	59266104	59267497
chr8	119973423	119973922	40527	119972700	119975834
chr20	50282785	50283284	26262	50281888	50286419
chr3	121548613	121549112	29445	121548298	121549295
chr13	110533728	110534227	12278	110530552	110539442
chr2	151922770	151923269	24137	151914041	151929682
chr4	40563967	40564466	31269	40557143	40566369
chrX	44997364	44997863	43301	44997102	44998638
chr10	35449220	35449719	5253	35447651	35455753
chr19	16594765	16595264	20826	16593724	16595861
chr6	12893744	12894243	34929	12892888	12894613
chr10	96658169	96658668	6242	96653612	96659402
chr9	89660161	89660660	41702	89659503	89664446
chr6	41683522	41684021	35701	41682354	41684156
chr15	41937158	41937657	14012	41934068	41938560
chr3	170002550	170003049	30084	170002099	170003375
chr13	95212994	95213493	12076	95212291	95214360
chr16	88392955	88393454	16756	88392516	88393980
chr12	11766410	11766909	9328	11755276	11770790
chr2	127093687	127094186	23815	127063195	127101623
chr11	82557227	82557726	8326	82557543	82557910
chr12	105359973	105360472	10737	105355415	105362013
chr12	13098006	13098505	9386	13098443	13100741
chr5	1563981	1564480	32447	1563269	1565170
chr5	124906630	124907129	33610	124906323	124907506
chr13	114150921	114151420	12381	114150391	114154956
chr19	1088615	1089114	20056	1085997	1090440
chr2	27096159	27096658	22242	27096017	27097153
chr3	5055276	5055775	28109	5053859	5056472
chr16	50592118	50592617	16046	50587538	50593141
chr4	8242121	8242620	30874	8239572	8243018
chr13	48144386	48144885	11732	48142000	48146882
chr7	47647228	47647727	38038	47646402	47648478
chr9	131708189	131708688	42594	131703483	131710904
chr11	94152237	94152736	8412	94150459	94153612
chr20	25037574	25038073	25734	25034936	25040514
chr18	44723257	44723756	19614	44723376	44726309
chr17	50660552	50661051	18211	50660292	50661503
chr4	77146451	77146950	31461	77146070	77147171
chr2	127145415	127145914	23819	127131910	127149544
chr1	143804089	143804588	2294	120341858	149175684
chr1	143804089	143804588	2362	120913308	148460242
chr1	143804089	143804588	2373	143803948	143804457
chr1	143804089	143804588	2397	121020772	149713009
chr1	143804089	143804588	2400	121041598	149733657
chr7	74269614	74270113	38247	74269759	74273437
chr8	29772342	29772841	39764	29772212	29775797
chr22	29658075	29658574	27434	29657071	29659050
chr9	136522310	136522809	42714	136520857	136523364
chr13	77833175	77833674	12032	77829099	77834641
chr1	229644178	229644677	4029	229644004	229644337
chr1	243246762	243247261	4266	243243687	243249092
chr6	130962904	130963403	36439	130960099	130971268
chr17	78352744	78353243	18944	78351747	78353960
chr1	204578811	204579310	3493	204579109	204579422
chr7	7857234	7857733	37528	7856094	7859411
chr15	101150096	101150595	15277	101147572	101151081
chr18	10482980	10483479	19357	10482348	10484325
chr2	113868291	113868790	23735	113868038	113869013
chr2	159124299	159124798	24224	159123545	159126096
chr8	41590420	41590919	39906	41590311	41590624
chr8	41590420	41590919	39907	41590834	41591147
chr6	154169497	154169996	36916	154160869	154170972
chr4	105059287	105059786	31808	105059138	105062171
chr4	128917646	128918145	31952	128910952	128918471
chr1	66350081	66350580	1601	66349164	66351385
chr2	127094433	127094932	23815	127063195	127101623
chr6	26295506	26296005	35195	26295452	26296191
chr10	88271732	88272231	5994	88270770	88271937
chr18	24176686	24177185	19512	24176571	24177558
chr1	89566832	89567331	1729	89566420	89568435
chr20	45153705	45154204	26074	45153366	45153803
chr20	50085840	50086339	26242	50085259	50087994
chr7	7868109	7868608	37529	7866365	7870155
chr12	104605614	104606113	10699	104603072	104607933
chr2	65081095	65081594	22912	65079133	65083767
chr2	239465614	239466113	25184	239464611	239466820
chr1	59743688	59744187	1541	59742651	59745181
chr3	4462219	4462718	28081	4462226	4462489
chr20	24873225	24873724	25716	24871758	24874854
chr3	186097785	186098284	30351	186093148	186098698
chr8	55917879	55918378	40045	55917489	55920780
chr20	36113871	36114370	25906	36113586	36114714
chr2	19635902	19636401	22098	19635566	19637154
chr11	88328494	88329404	8378	88329069	88329241
chr2	43018272	43018771	22494	43017665	43029718
chr5	36744549	36745048	32648	36744426	36745420
chr6	110738803	110739302	36251	110738624	110739970
chr7	77238628	77239127	38331	77237090	77238783
chr7	77238628	77239127	38332	77239065	77240899
chr8	30324402	30324901	39779	30324279	30325026
chrX	41630041	41630540	43281	41629440	41631617
chr12	108646064	108646563	10799	108635790	108648777
chr12	111886945	111887444	10939	111885292	111888986
chr13	77386813	77387312	12024	77386221	77388207
chr12	63963830	63964329	10230	63954683	63968023
chr8	42305734	42306233	39951	42305115	42306917
chr4	5037389	5037888	30808	5037232	5038170
